name,nationality,description,wikipedia_url,image_url,publisher
Stephen Hawking,British,"Stephen William Hawking, CH, CBE, FRS, FRSA is an English theoretical physicist, cosmologist, author and Director of Research at the Centre for Theoretical Cosmology within the University of Cambridge. ",https://en.wikipedia.org/wiki/Stephen_Hawking,http://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Stephen_Hawking.StarChild.jpg/220px-Stephen_Hawking.StarChild.jpg,Bantam Books
Bill Bryson,,"William McGuire ""Bill"" Bryson OBE FRS is a best-selling Anglo-American author of books on travel, the English language, science, and other non-fiction topics. ",https://en.wikipedia.org/wiki/Bill_Bryson,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Bill_Bryson_edit.jpg/220px-Bill_Bryson_edit.jpg,Lulu (company)
Karen Blixen,,"Baroness Karen von Blixen-Finecke, n_e Karen Christenze Dinesen, was a Danish author, also known by the pen name Isak Dinesen, who wrote works in Danish, French and English. She also at times used the pen names Tania Blixen, Osceola, and Pierre Andr_zel.\n",https://en.wikipedia.org/wiki/Karen_Blixen,http://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Karen_Blixen.jpg/220px-Karen_Blixen.jpg,Vintage Books
Neil Gaiman,British,"Neil Richard MacKinnon Gaiman is an English author of short fiction, novels, comic books, graphic novels, audio theatre, and films. ",https://en.wikipedia.org/wiki/Neil_Gaiman,http://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Kyle-cassidy-neil-gaiman-April-2013.jpg/220px-Kyle-cassidy-neil-gaiman-April-2013.jpg,HarperCollins
Steven Erikson,Canadian,"Steven Erikson is the pseudonym of Steve Rune Lundin, a Canadian novelist, who was educated and trained as both an archaeologist and anthropologist.\n",https://en.wikipedia.org/wiki/Steven_Erikson,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Steven_Erikson_2016.jpg/179px-Steven_Erikson_2016.jpg,"Palgrave Macmillan,Random House"
Steven Erikson,Canadian,"Steven Erikson is the pseudonym of Steve Rune Lundin, a Canadian novelist, who was educated and trained as both an archaeologist and anthropologist.\n",https://en.wikipedia.org/wiki/Steven_Erikson,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Steven_Erikson_2016.jpg/179px-Steven_Erikson_2016.jpg,"Palgrave Macmillan,Random House"
Steven Erikson,Canadian,"Steven Erikson is the pseudonym of Steve Rune Lundin, a Canadian novelist, who was educated and trained as both an archaeologist and anthropologist.\n",https://en.wikipedia.org/wiki/Steven_Erikson,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Steven_Erikson_2016.jpg/179px-Steven_Erikson_2016.jpg,"Palgrave Macmillan,Random House"
Steven Erikson,Canadian,"Steven Erikson is the pseudonym of Steve Rune Lundin, a Canadian novelist, who was educated and trained as both an archaeologist and anthropologist.\n",https://en.wikipedia.org/wiki/Steven_Erikson,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Steven_Erikson_2016.jpg/179px-Steven_Erikson_2016.jpg,"Palgrave Macmillan,Random House"
Steven Erikson,Canadian,"Steven Erikson is the pseudonym of Steve Rune Lundin, a Canadian novelist, who was educated and trained as both an archaeologist and anthropologist.\n",https://en.wikipedia.org/wiki/Steven_Erikson,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Steven_Erikson_2016.jpg/179px-Steven_Erikson_2016.jpg,"Palgrave Macmillan,Random House"
Steven Erikson,Canadian,"Steven Erikson is the pseudonym of Steve Rune Lundin, a Canadian novelist, who was educated and trained as both an archaeologist and anthropologist.\n",https://en.wikipedia.org/wiki/Steven_Erikson,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Steven_Erikson_2016.jpg/179px-Steven_Erikson_2016.jpg,"Palgrave Macmillan,Random House"
Steven Erikson,Canadian,"Steven Erikson is the pseudonym of Steve Rune Lundin, a Canadian novelist, who was educated and trained as both an archaeologist and anthropologist.\n",https://en.wikipedia.org/wiki/Steven_Erikson,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Steven_Erikson_2016.jpg/179px-Steven_Erikson_2016.jpg,"Palgrave Macmillan,Random House"
Steven Erikson,Canadian,"Steven Erikson is the pseudonym of Steve Rune Lundin, a Canadian novelist, who was educated and trained as both an archaeologist and anthropologist.\n",https://en.wikipedia.org/wiki/Steven_Erikson,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Steven_Erikson_2016.jpg/179px-Steven_Erikson_2016.jpg,"Palgrave Macmillan,Random House"
Steven Erikson,Canadian,"Steven Erikson is the pseudonym of Steve Rune Lundin, a Canadian novelist, who was educated and trained as both an archaeologist and anthropologist.\n",https://en.wikipedia.org/wiki/Steven_Erikson,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Steven_Erikson_2016.jpg/179px-Steven_Erikson_2016.jpg,"Palgrave Macmillan,Random House"
Steven Erikson,Canadian,"Steven Erikson is the pseudonym of Steve Rune Lundin, a Canadian novelist, who was educated and trained as both an archaeologist and anthropologist.\n",https://en.wikipedia.org/wiki/Steven_Erikson,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Steven_Erikson_2016.jpg/179px-Steven_Erikson_2016.jpg,"Palgrave Macmillan,Random House"
